formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Ba4LiCu(CO5)2,mp-15472,0.9264999999999999,2.26216642,0.0,icsd-401122,"{56: 4, 3: 1, 29: 1, 6: 2, 8: 10}","[3, 6, 8, 29, 56]",3162810291564,Ba4Li1Cu1C2O10
LiLa(CO3)2,mp-1188898,4.1747,2.30841978,0.0,icsd-174533,"{3: 1, 57: 1, 6: 2, 8: 6}","[3, 6, 8, 57]",316286571,Li1La1C2O6
Ba2LiAl(CN2)4,mp-1197768,4.1281,0.9479901,0.0,icsd-426274,"{56: 2, 3: 1, 13: 1, 6: 4, 7: 8}","[3, 6, 7, 13, 56]",316478131562,Ba2Li1Al1C4N8
Cs2LiIr(CN)6,mp-574653,5.4079,-1.13291976,0.0,icsd-9032,"{55: 2, 3: 1, 77: 1, 6: 6, 7: 6}","[3, 6, 7, 55, 77]",316676552771,Cs2Li1Ir1C6N6
Li2CN2,mp-9610,3.7395,0.58882221,0.0,icsd-200369,"{3: 2, 6: 1, 7: 2}","[3, 6, 7]",326172,Li2C1N2
Li2CO3,mp-3054,5.0573999999999995,-0.1416317,0.0,icsd-66942,"{3: 2, 6: 1, 8: 3}","[3, 6, 8]",326183,Li2C1O3
RbLi2CdC2O6F,mp-1192391,3.2753,-0.13419881,0.0,icsd-710094,"{37: 1, 3: 2, 48: 1, 6: 2, 8: 6, 9: 1}","[3, 6, 8, 9, 37, 48]",32628691371481,Rb1Li2Cd1C2O6F1
BeCN2,mp-1189451,5.5087,6.55548201,0.0,icsd-290866,"{4: 1, 6: 1, 7: 2}","[4, 6, 7]",416172,Be1C1N2
Be2C,mp-1569,1.1636999999999995,6.31837236,0.0,icsd-616184,"{4: 2, 6: 1}","[4, 6]",4261,Be2C1
K6Be4C6O19,mp-555866,4.8702000000000005,-0.86553347,0.0,icsd-412642,"{19: 6, 4: 4, 6: 6, 8: 19}","[4, 6, 8, 19]",4466819196,K6Be4C6O19
Mg(B6C)2,mp-568803,2.1397000000000004,6.12411503,0.0,icsd-416801,"{12: 1, 5: 12, 6: 2}","[5, 6, 12]",51262121,Mg1B12C2
B13C2,mp-576,0.0,4.74924726,0.0,icsd-446,"{5: 13, 6: 2}","[5, 6]",51362,B13C2
YNiBC,mp-612670,0.0,5.61123797,0.0,icsd-85283,"{39: 1, 28: 1, 5: 1, 6: 1}","[5, 6, 28, 39]",5161281391,Y1Ni1B1C1
TbNiBC,mp-1079626,0.0,5.50462762,0.0,icsd-248425,"{65: 1, 28: 1, 5: 1, 6: 1}","[5, 6, 28, 65]",5161281651,Tb1Ni1B1C1
ErNiBC,mp-1078704,0.0,5.44393278,0.0,icsd-248426,"{68: 1, 28: 1, 5: 1, 6: 1}","[5, 6, 28, 68]",5161281681,Er1Ni1B1C1
LuNiBC,mp-6188,0.0,5.43717201,0.0,icsd-54041,"{71: 1, 28: 1, 5: 1, 6: 1}","[5, 6, 28, 71]",5161281711,Lu1Ni1B1C1
LaBC,mp-568090,0.0,8.41936936,0.0,icsd-414489,"{57: 1, 5: 1, 6: 1}","[5, 6, 57]",5161571,La1B1C1
Pr2BC,mp-1078268,0.0,3.55748178,0.0,icsd-291531,"{59: 2, 5: 1, 6: 1}","[5, 6, 59]",5161592,Pr2B1C1
NdBC,mp-568966,0.0,5.12872266,0.0,icsd-419027,"{60: 1, 5: 1, 6: 1}","[5, 6, 60]",5161601,Nd1B1C1
Nd2BC,mp-864790,0.0,3.48406275,0.0,icsd-422007,"{60: 2, 5: 1, 6: 1}","[5, 6, 60]",5161602,Nd2B1C1
SmBC,mp-1208749,0.0,5.07613525,0.0,pf-16357,"{62: 1, 5: 1, 6: 1}","[5, 6, 62]",5161621,Sm1B1C1
Ca3BCNCl2,mp-649453,2.1079000000000003,3.38127189,0.0,icsd-33850,"{20: 3, 5: 1, 6: 1, 7: 1, 17: 2}","[5, 6, 7, 17, 20]",516171172203,Ca3B1C1N1Cl2
Sr3BCNCl2,mp-616577,1.8787999999999996,2.69847449,0.0,icsd-74914,"{38: 3, 5: 1, 6: 1, 7: 1, 17: 2}","[5, 6, 7, 17, 38]",516171172383,Sr3B1C1N1Cl2
Ca3BCBr2N,mp-1214049,2.2271,5.0372331,0.0,pf-26682,"{20: 3, 5: 1, 6: 1, 35: 2, 7: 1}","[5, 6, 7, 20, 35]",516171203352,Ca3B1C1Br2N1
ThBC,mp-570254,0.0,7.14033051,0.0,icsd-2368,"{90: 1, 5: 1, 6: 1}","[5, 6, 90]",5161901,Th1B1C1
UBC,mp-5816,0.0,10.9472493,0.0,icsd-73828,"{92: 1, 5: 1, 6: 1}","[5, 6, 92]",5161921,U1B1C1
Sc2BC2,mp-10343,0.0,5.48724372,0.0,icsd-88804,"{21: 2, 5: 1, 6: 2}","[5, 6, 21]",5162212,Sc2B1C2
Lu3BC3,mp-10566,0.0,4.20583994,0.0,icsd-411641,"{71: 3, 5: 1, 6: 3}","[5, 6, 71]",5163713,Lu3B1C3
Mg2B24C,mp-568556,2.4909,5.67037444,0.0,icsd-416341,"{12: 2, 5: 24, 6: 1}","[5, 6, 12]",52461122,Mg2B24C1
CeCo2B2C,mp-1025095,0.0,7.43145145,0.0,pf-33453,"{58: 1, 27: 2, 5: 2, 6: 1}","[5, 6, 27, 58]",5261272581,Ce1Co2B2C1
YNi2B2C,mp-6576,0.0,6.59196594,0.0,icsd-79574,"{39: 1, 28: 2, 5: 2, 6: 1}","[5, 6, 28, 39]",5261282391,Y1Ni2B2C1
LaNi2B2C,mp-568083,0.0,8.52996184,0.0,icsd-79562,"{57: 1, 28: 2, 5: 2, 6: 1}","[5, 6, 28, 57]",5261282571,La1Ni2B2C1
CeNi2B2C,mp-10860,0.0,8.3589437,0.0,icsd-56645,"{58: 1, 28: 2, 5: 2, 6: 1}","[5, 6, 28, 58]",5261282581,Ce1Ni2B2C1
PrNi2B2C,mp-6140,0.0,6.44016682,0.0,icsd-157582,"{59: 1, 28: 2, 5: 2, 6: 1}","[5, 6, 28, 59]",5261282591,Pr1Ni2B2C1
