formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
K2HBrO,mp-24589,3.5348,-1.11584611,0.0,icsd-78734,"{19: 2, 1: 1, 35: 1, 8: 1}","[1, 8, 19, 35]",1181192351,K2H1Br1O1
KFe2H(SeO3)4,mp-735586,1.8546,0.71974262,0.0,icsd-81567,"{19: 1, 26: 2, 1: 1, 34: 4, 8: 12}","[1, 8, 19, 26, 34]",11812191262344,K1Fe2H1Se4O12
K3Cu2P4HO14,mp-695887,0.0,1.24832629,0.0,icsd-62742,"{19: 3, 29: 2, 15: 4, 1: 1, 8: 14}","[1, 8, 15, 19, 29]",11814154193292,K3Cu2P4H1O14
K23Na8(CdIn4)12,mp-633668,0.0,3.76367167,0.0,icsd-240053,"{19: 23, 11: 8, 48: 12, 49: 48}","[11, 19, 48, 49]",118192348124948,K23Na8Cd12In48
K3NbHOF7,mp-696651,4.1033,-2.81065764,0.0,icsd-26620,"{19: 3, 41: 1, 1: 1, 8: 1, 9: 7}","[1, 8, 9, 19, 41]",118197193411,K3Nb1H1O1F7
K2NaCa2TiSi7HO20,mp-720410,3.4517,4.58713428,0.0,icsd-10502,"{19: 2, 11: 1, 20: 2, 22: 1, 14: 7, 1: 1, 8: 20}","[1, 8, 11, 14, 19, 20, 22]",11820111147192202221,K2Na1Ca2Ti1Si7H1O20
KSiHO3,mp-707195,4.768199999999999,0.14661194,0.0,icsd-30892,"{19: 1, 14: 1, 1: 1, 8: 3}","[1, 8, 14, 19]",1183141191,K1Si1H1O3
KPHO3F,mp-758619,5.1767,-1.0106236,0.0,icsd-391178,"{19: 1, 15: 1, 1: 1, 8: 3, 9: 1}","[1, 8, 9, 15, 19]",118391151191,K1P1H1O3F1
K2PHO4,mp-733468,4.5325,-0.05599449,0.0,icsd-74543,"{19: 2, 15: 1, 1: 1, 8: 4}","[1, 8, 15, 19]",1184151192,K2P1H1O4
KHSO4,mp-23800,5.4306,-0.92137235,0.0,icsd-249738,"{19: 1, 1: 1, 16: 1, 8: 4}","[1, 8, 16, 19]",1184161191,K1H1S1O4
