2theta,Intensity
42.58,7.33333
42.6,6
42.62,8
42.64,9.33333
42.66,6
42.68,6
42.7,4
42.72,8
42.74,4
42.76,2.66667
42.78,4.66667
42.8,5.33333
42.82,4.66667
42.84,7.33333
42.86,7.33333
42.88,5.33333
42.9,3.33333
42.92,5.33333
42.94,6
42.96,4.66667
42.98,5.33333
43,4.66667
43.02,6.66667
43.04,6.66667
43.06,7.33333
43.08,6.66667
43.1,3.33333
43.12,5.33333
43.14,4
43.16,5.33333
43.18,5.33333
43.2,6.66667
43.22,6.66667
43.24,5.33333
43.26,3.33333
43.28,3.33333
43.3,5.33333
43.32,5.33333
43.34,7.33333
43.36,5.33333
43.38,8
43.4,8.66667
43.42,6
43.44,6
43.46,4.66667
43.48,8.66667
43.5,10
43.52,11.3333
43.54,18
43.56,16
43.58,14.6667
43.6,21.3333
43.62,21.3333
43.64,24
43.66,32
43.68,31.3333
43.7,27.3333
43.72,27.3333
43.74,30
43.76,36.6667
43.78,36
43.8,29.3333
43.82,32
43.84,40.6667
43.86,53.3333
43.88,80
43.9,96
43.92,110.667
43.94,130
43.96,150
43.98,152.667
44,154
44.02,146.667
44.04,136
44.06,112
44.08,106
44.1,96
44.12,77.3333
44.14,56.6667
44.16,46
44.18,32
44.2,23.3333
44.22,22
44.24,16
44.26,15.3333
44.28,10
44.3,7.33333
44.32,10
44.34,9.33333
44.36,10
44.38,8.66667
44.4,8.66667
44.42,9.33333
44.44,6.66667
44.46,4.66667
44.48,6
44.5,6.66667
44.52,8
44.54,9.33333
44.56,8.66667
44.58,6.66667
44.6,8.66667
44.62,8.66667
44.64,8
44.66,8
44.68,7.33333
44.7,6
44.72,6
44.74,6.66667
44.76,6
44.78,5.33333
44.8,5.33333
44.82,6
44.84,6.66667
44.86,10
44.88,11.3333
44.9,9.33333
44.92,8
44.94,6.66667
44.96,6.66667
44.98,7.33333
45,11.3333
45.02,16
45.04,18
45.06,19.3333
45.08,20.6667
45.1,24.6667
45.12,22
45.14,20
45.16,20.6667
45.18,18
45.2,16.6667
45.22,16
45.24,18
45.26,16
45.28,10
45.3,12
