2theta,Intensity
35.62,5.83333
35.64,5
35.66,5
35.68,6.66667
35.7,9.16667
35.72,6.66667
35.74,5.83333
35.76,8.33333
35.78,8.33333
35.8,6.66667
35.82,8.33333
35.84,5.83333
35.86,5
35.88,4.16667
35.9,2.5
35.92,4.16667
35.94,5
35.96,4.16667
35.98,6.66667
36,10
36.02,8.33333
36.04,6.66667
36.06,5
36.08,5.83333
36.1,5
36.12,5.83333
36.14,7.5
36.16,7.5
36.18,11.6667
36.2,15
36.22,15
36.24,15.8333
36.26,14.1667
36.28,14.1667
36.3,17.5
36.32,10.8333
36.34,12.5
36.36,12.5
36.38,6.66667
36.4,6.66667
36.42,5.83333
36.44,9.16667
36.46,7.5
36.48,5.83333
36.5,6.66667
36.52,4.16667
36.54,3.33333
36.56,4.16667
36.58,2.5
36.6,5
36.62,8.33333
36.64,9.16667
36.66,5.83333
36.68,5.83333
36.7,6.66667
36.72,8.33333
36.74,5
36.76,2.5
36.78,1.66667
36.8,5
36.82,5
36.84,4.16667
36.86,4.16667
36.88,3.33333
36.9,4.16667
36.92,1.66667
36.94,4.16667
36.96,3.33333
36.98,2.5
37,2.5
37.02,2.5
37.04,4.16667
37.06,4.16667
37.08,4.16667
37.1,2.5
37.12,4.16667
37.14,2.5
37.16,3.33333
37.18,2.5
37.2,4.16667
37.22,5.83333
37.24,2.5
37.26,5
37.28,2.5
37.3,5
37.32,6.66667
37.34,5
37.36,5
37.38,5.83333
37.4,3.33333
37.42,5
37.44,6.66667
37.46,3.33333
37.48,4.16667
37.5,5
37.52,5
37.54,6.66667
37.56,5.83333
37.58,6.66667
37.6,6.66667
37.62,6.66667
37.64,9.16667
37.66,8.33333
37.68,8.33333
37.7,7.5
37.72,11.6667
37.74,10
37.76,10.8333
37.78,11.6667
37.8,12.5
37.82,9.16667
37.84,11.6667
37.86,11.6667
37.88,9.16667
37.9,13.3333
37.92,6.66667
37.94,5.83333
37.96,10
37.98,5.83333
38,5.83333
38.02,7.5
38.04,5
38.06,3.33333
38.08,5
38.1,4.16667
38.12,2.5
38.14,4.16667
38.16,4.16667
38.18,5
38.2,2.5
38.22,6.66667
38.24,5
38.26,5
38.28,5.83333
38.3,8.33333
38.32,3.33333
38.34,3.33333
38.36,4.16667
38.38,5.83333
38.4,4.16667
38.42,2.5
38.44,5
38.46,5
38.48,4.16667
38.5,5.83333
38.52,5
38.54,5
38.56,7.5
38.58,10.8333
38.6,6.66667
38.62,9.16667
38.64,22.5
38.66,16.6667
38.68,15
38.7,16.6667
38.72,25
38.74,16.6667
38.76,14.1667
38.78,12.5
38.8,14.1667
38.82,19.1667
38.84,9.16667
38.86,6.66667
38.88,9.16667
38.9,7.5
38.92,5
38.94,4.16667
38.96,7.5
38.98,10
39,4.16667
39.02,5
39.04,5.83333
39.06,3.33333
39.08,4.16667
39.1,6.66667
39.12,6.66667
39.14,2.5
39.16,5
39.18,5
39.2,1.66667
39.22,3.33333
39.24,1.66667
39.26,2.5
39.28,4.16667
39.3,5.83333
39.32,6.66667
39.34,5.83333
39.36,2.5
39.38,5
39.4,1.66667
39.42,3.33333
39.44,8.33333
39.46,10
39.48,9.16667
39.5,8.33333
39.52,9.16667
39.54,10.8333
39.56,8.33333
39.58,5
39.6,5.83333
39.62,5.83333
39.64,5
39.66,7.5
39.68,3.33333
39.7,3.33333
39.72,5.83333
39.74,0.833333
39.76,5
39.78,5
39.8,4.16667
39.82,5
39.84,5.83333
39.86,1.66667
39.88,3.33333
39.9,3.33333
39.92,5
39.94,2.5
39.96,5.83333
39.98,1.66667
40,5
40.02,5.83333
40.04,4.16667
40.06,4.16667
40.08,6.66667
40.1,5
40.12,2.5
40.14,5
40.16,3.33333
40.18,5
40.2,2.5
40.22,3.33333
40.24,5
40.26,3.33333
40.28,6.66667
40.3,2.5
40.32,4.16667
40.34,2.5
40.36,5
40.38,2.5
40.4,5
40.42,6.66667
40.44,5
40.46,10
40.48,8.33333
40.5,10
40.52,6.66667
40.54,11.6667
40.56,10.8333
40.58,6.66667
40.6,12.5
40.62,5.83333
40.64,10.8333
40.66,12.5
40.68,9.16667
40.7,5.83333
40.72,8.33333
40.74,3.33333
40.76,2.5
40.78,4.16667
40.8,3.33333
40.82,4.16667
40.84,4.16667
40.86,6.66667
40.88,7.5
40.9,0.833333
40.92,2.5
40.94,7.5
40.96,4.16667
40.98,5
41,5.83333
41.02,2.5
41.04,3.33333
41.06,5.83333
41.08,1.66667
41.1,6.66667
41.12,5.83333
41.14,6.66667
41.16,0.833333
41.18,5
41.2,6.66667
41.22,6.66667
41.24,5.83333
41.26,1.66667
41.28,2.5
41.3,5
41.32,10
41.34,8.33333
41.36,5
41.38,4.16667
41.4,9.16667
41.42,10.8333
41.44,7.5
41.46,10
41.48,12.5
41.5,14.1667
41.52,9.16667
41.54,10.8333
41.56,12.5
41.58,10
41.6,6.66667
41.62,6.66667
41.64,5.83333
41.66,2.5
41.68,5
41.7,2.5
41.72,3.33333
41.74,9.16667
41.76,2.5
41.78,4.16667
41.8,1.66667
41.82,2.5
41.84,3.33333
41.86,5.83333
41.88,6.66667
41.9,3.33333
41.92,7.5
41.94,5.83333
41.96,4.16667
41.98,5.83333
42,5.83333
42.02,5.83333
42.04,3.33333
42.06,5.83333
42.08,4.16667
42.1,1.66667
42.12,3.33333
42.14,1.66667
42.16,5
42.18,8.33333
42.2,4.16667
42.22,3.33333
42.24,2.5
42.26,5
42.28,5
42.3,3.33333
42.32,3.33333
42.34,5
42.36,3.33333
42.38,4.16667
42.4,4.16667
42.42,3.33333
42.44,6.66667
42.46,8.33333
42.48,10
42.5,3.33333
42.52,5
42.54,5
42.56,4.16667
42.58,5.83333
42.6,4.16667
42.62,5
42.64,3.33333
42.66,6.66667
42.68,7.5
42.7,5.83333
42.72,3.33333
42.74,0.833333
42.76,4.16667
42.78,5.83333
42.8,2.5
42.82,1.66667
42.84,3.33333
42.86,2.5
42.88,5
42.9,4.16667
42.92,3.33333
42.94,5.83333
42.96,5
42.98,5.83333
43,5
43.02,5.83333
43.04,3.33333
43.06,3.33333
43.08,3.33333
43.1,3.33333
43.12,7.5
43.14,5
43.16,4.16667
43.18,4.16667
43.2,3.33333
43.22,4.16667
43.24,3.33333
43.26,4.16667
43.28,3.33333
43.3,3.33333
43.32,3.33333
43.34,5.83333
43.36,5.83333
43.38,5
43.4,3.33333
43.42,3.33333
43.44,4.16667
43.46,6.66667
43.48,7.5
43.5,6.66667
43.52,7.5
43.54,8.33333
43.56,6.66667
43.58,9.16667
43.6,8.33333
43.62,7.5
43.64,10
43.66,11.6667
43.68,10
43.7,10
43.72,5.83333
43.74,6.66667
43.76,11.6667
43.78,10
43.8,9.16667
43.82,9.16667
