2theta,Intensity
32.56,4.16667
32.58,5.83333
32.6,5.83333
32.62,3.33333
32.64,3.33333
32.66,2.5
32.68,5
32.7,5
32.72,5
32.74,5
32.76,6.66667
32.78,8.33333
32.8,6.66667
32.82,4.16667
32.84,5.83333
32.86,7.5
32.88,6.66667
32.9,6.66667
32.92,5
32.94,4.16667
32.96,4.16667
32.98,5
33,3.33333
33.02,2.5
33.04,3.33333
33.06,5
33.08,8.33333
33.1,5.83333
33.12,5.83333
33.14,5.83333
33.16,5
33.18,4.16667
33.2,5
33.22,5
33.24,5.83333
33.26,6.66667
33.28,5
33.3,5
33.32,4.16667
33.34,3.33333
33.36,5.83333
33.38,7.5
33.4,5.83333
33.42,5.83333
33.44,6.66667
33.46,6.66667
33.48,5.83333
33.5,7.5
33.52,9.16667
33.54,10
33.56,10
33.58,11.6667
33.6,10
33.62,8.33333
33.64,6.66667
33.66,6.66667
33.68,7.5
33.7,5.83333
33.72,9.16667
33.74,11.6667
33.76,10.8333
33.78,14.1667
33.8,24.1667
33.82,22.5
33.84,13.3333
33.86,15.8333
33.88,17.5
33.9,18.3333
33.92,20
33.94,17.5
33.96,20
33.98,20.8333
34,18.3333
34.02,16.6667
34.04,14.1667
34.06,15
34.08,16.6667
34.1,15
34.12,15
34.14,15
34.16,12.5
34.18,10
34.2,10.8333
34.22,10
34.24,5.83333
34.26,5
34.28,8.33333
34.3,8.33333
34.32,7.5
34.34,7.5
34.36,8.33333
34.38,10.8333
34.4,10.8333
34.42,10
34.44,13.3333
34.46,17.5
34.48,22.5
34.5,23.3333
34.52,29.1667
34.54,35.8333
34.56,36.6667
34.58,45.8333
34.6,50
34.62,47.5
34.64,45.8333
34.66,46.6667
34.68,38.3333
34.7,27.5
34.72,20.8333
34.74,12.5
34.76,12.5
34.78,15
34.8,10.8333
34.82,5.83333
34.84,6.66667
34.86,10
34.88,10
34.9,7.5
34.92,9.16667
34.94,12.5
34.96,10.8333
34.98,8.33333
35,8.33333
35.02,8.33333
35.04,9.16667
35.06,8.33333
35.08,6.66667
35.1,10.8333
35.12,14.1667
35.14,19.1667
35.16,24.1667
35.18,24.1667
35.2,30
35.22,34.1667
35.24,33.3333
35.26,33.3333
35.28,30.8333
35.3,27.5
35.32,29.1667
35.34,24.1667
35.36,18.3333
35.38,12.5
35.4,15
35.42,14.1667
35.44,10
35.46,5.83333
35.48,2.5
35.5,3.33333
35.52,7.5
35.54,10.8333
35.56,10
35.58,5.83333
35.6,4.16667
35.62,5.83333
35.64,6.66667
35.66,6.66667
35.68,5
35.7,6.66667
35.72,6.66667
35.74,3.33333
35.76,4.16667
35.78,6.66667
35.8,10
35.82,9.16667
35.84,6.66667
35.86,6.66667
