2theta,Intensity
31.5,20.8333
31.52,29.1667
31.54,30.8333
31.56,40.8333
31.58,45.8333
31.6,64.1667
31.62,69.1667
31.64,70.8333
31.66,71.6667
31.68,63.3333
31.7,51.6667
31.72,55.8333
31.74,60
31.76,56.6667
31.78,40
31.8,47.5
31.82,57.5
31.84,65.8333
31.86,85.8333
31.88,96.6667
31.9,150.833
31.92,197.5
31.94,244.167
31.96,300
31.98,346.667
32,396.667
32.02,431.667
32.04,405
32.06,397.5
32.08,354.167
32.1,278.333
32.12,230.833
32.14,175.833
32.16,125
32.18,84.1667
32.2,60
32.22,43.3333
32.24,39.1667
32.26,30
32.28,25
32.3,32.5
32.32,29.1667
32.34,30
32.36,21.6667
32.38,15.8333
32.4,20
32.42,20
32.44,16.6667
32.46,15
32.48,15
32.5,15.8333
32.52,17.5
32.54,16.6667
32.56,15
32.58,17.5
32.6,13.3333
32.62,8.33333
32.64,10
32.66,11.6667
32.68,10
32.7,12.5
32.72,10.8333
32.74,10.8333
32.76,10
32.78,11.6667
32.8,10.8333
32.82,10
32.84,9.16667
32.86,11.6667
32.88,14.1667
32.9,15.8333
32.92,15
32.94,13.3333
32.96,15
32.98,12.5
33,13.3333
33.02,10
33.04,12.5
33.06,10.8333
33.08,9.16667
33.1,9.16667
33.12,9.16667
33.14,11.6667
33.16,12.5
33.18,10
33.2,12.5
33.22,13.3333
33.24,11.6667
33.26,12.5
33.28,15.8333
33.3,11.6667
33.32,8.33333
33.34,15
33.36,21.6667
33.38,25.8333
33.4,28.3333
33.42,31.6667
33.44,32.5
33.46,43.3333
33.48,46.6667
33.5,55
33.52,65
33.54,60
33.56,60.8333
33.58,60.8333
33.6,60.8333
33.62,63.3333
33.64,60.8333
33.66,63.3333
33.68,70
33.7,83.3333
33.72,102.5
33.74,116.667
33.76,137.5
33.78,152.5
33.8,160
33.82,160.833
33.84,152.5
33.86,133.333
33.88,120
33.9,104.167
33.92,92.5
33.94,85.8333
33.96,88.3333
33.98,98.3333
34,127.5
34.02,151.667
34.04,168.333
34.06,183.333
34.08,184.167
34.1,178.333
34.12,160
