formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Sr(MgSb)2,mp-9566,0.9813000000000001,3.8032946,0.0,icsd-100046,"{38: 1, 12: 2, 51: 2}","[12, 38, 51]",122381512,Sr1Mg2Sb2
Sr(MgBi)2,mp-1069695,0.3824000000000001,3.13872413,0.0,icsd-616807,"{38: 1, 12: 2, 83: 2}","[12, 38, 83]",122381832,Sr1Mg2Bi2
PrYMg2,mp-861479,0.0,3.3291895,0.0,False,"{59: 1, 39: 1, 12: 2}","[12, 39, 59]",122391591,Pr1Y1Mg2
NdYMg2,mp-1186335,0.0,3.20052693,0.0,False,"{60: 1, 39: 1, 12: 2}","[12, 39, 60]",122391601,Nd1Y1Mg2
PmYMg2,mp-862969,0.0,3.15598119,0.0,False,"{61: 1, 39: 1, 12: 2}","[12, 39, 61]",122391611,Pm1Y1Mg2
SmYMg2,mp-867861,0.0,3.13897736,0.0,False,"{62: 1, 39: 1, 12: 2}","[12, 39, 62]",122391621,Sm1Y1Mg2
Er2Mg2Ru,mp-1070135,0.0,3.6314504,0.0,icsd-426633,"{68: 2, 12: 2, 44: 1}","[12, 44, 68]",122441682,Er2Mg2Ru1
Mg2Rh,mp-12693,0.0,4.93751259,0.0,icsd-54254,"{12: 2, 45: 1}","[12, 45]",122451,Mg2Rh1
Mg2PdRh,mp-864969,0.0,4.85218921,0.0,False,"{12: 2, 46: 1, 45: 1}","[12, 45, 46]",122451461,Mg2Pd1Rh1
Mg2AgRh,mp-864933,0.0,4.75663929,0.0,False,"{12: 2, 47: 1, 45: 1}","[12, 45, 47]",122451471,Mg2Ag1Rh1
Mg2PtRh,mp-864940,0.0,5.51097356,0.0,False,"{12: 2, 78: 1, 45: 1}","[12, 45, 78]",122451781,Mg2Pt1Rh1
Mg2RhAu,mp-864965,0.0,5.47733805,0.0,False,"{12: 2, 45: 1, 79: 1}","[12, 45, 79]",122451791,Mg2Rh1Au1
Mg2AgPd,mp-1222144,0.0,4.42633522,0.0,False,"{12: 2, 47: 1, 46: 1}","[12, 46, 47]",122461471,Mg2Ag1Pd1
LaMg2Pd,mp-12996,0.0,5.56422645,0.0,icsd-158253,"{57: 1, 12: 2, 46: 1}","[12, 46, 57]",122461571,La1Mg2Pd1
Mg2PdPt,mp-864975,0.0,5.48482756,0.0,False,"{12: 2, 46: 1, 78: 1}","[12, 46, 78]",122461781,Mg2Pd1Pt1
Tm5Mg24,mp-1993,0.0,3.11212797,0.0,icsd-151538,"{69: 5, 12: 24}","[12, 69]",1224695,Tm5Mg24
Mg2AgPt,mp-864932,0.0,4.92117958,0.0,False,"{12: 2, 47: 1, 78: 1}","[12, 47, 78]",122471781,Mg2Ag1Pt1
Mg2AgAu,mp-864978,0.0,4.91794997,0.0,False,"{12: 2, 47: 1, 79: 1}","[12, 47, 79]",122471791,Mg2Ag1Au1
Mg2AgHg,mp-1185750,0.0,4.09772724,0.0,False,"{12: 2, 47: 1, 80: 1}","[12, 47, 80]",122471801,Mg2Ag1Hg1
