formula,material_id,band_gap,efermi,energy_above_hull,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Pr(AlSi)2,mp-12856,0.0,6.08302819,0.0,"{59: 1, 13: 2, 14: 2}","[13, 14, 59]",132142591,Pr1Al2Si2
Eu(AlSi)2,mp-20595,0.0,5.50291486,0.0,"{63: 1, 13: 2, 14: 2}","[13, 14, 63]",132142631,Eu1Al2Si2
Gd(AlSi)2,mp-8651,0.0,6.13996983,0.0,"{64: 1, 13: 2, 14: 2}","[13, 14, 64]",132142641,Gd1Al2Si2
Tb(AlSi)2,mp-10436,0.0,6.34267635,0.0,"{65: 1, 13: 2, 14: 2}","[13, 14, 65]",132142651,Tb1Al2Si2
Dy(AlSi)2,mp-7121,0.0,6.36373541,0.0,"{66: 1, 13: 2, 14: 2}","[13, 14, 66]",132142661,Dy1Al2Si2
Tb2Al3Si2,mp-3194,0.0,6.49159911,0.0,"{65: 2, 13: 3, 14: 2}","[13, 14, 65]",133142652,Tb2Al3Si2
Dy2Al3Si2,mp-3513,0.0,6.52151719,0.0,"{66: 2, 13: 3, 14: 2}","[13, 14, 66]",133142662,Dy2Al3Si2
Ho2Al3Si2,mp-3328,0.0,6.54797123,0.0,"{67: 2, 13: 3, 14: 2}","[13, 14, 67]",133142672,Ho2Al3Si2
Er2Al3Si2,mp-12004,0.0,6.59075794,0.0,"{68: 2, 13: 3, 14: 2}","[13, 14, 68]",133142682,Er2Al3Si2
Tm2Al3Si2,mp-12005,0.0,6.60783039,0.0,"{69: 2, 13: 3, 14: 2}","[13, 14, 69]",133142692,Tm2Al3Si2
U2(AlSi)3,mp-1216639,0.0,9.66847965,0.0,"{92: 2, 13: 3, 14: 3}","[13, 14, 92]",133143922,U2Al3Si3
CeAl4Si2Rh,mp-1078224,0.0,8.09206659,0.0,"{58: 1, 13: 4, 14: 2, 45: 1}","[13, 14, 45, 58]",134142451581,Ce1Al4Si2Rh1
CeAl4Si2Ir,mp-1078427,0.0,8.21236636,0.0,"{58: 1, 13: 4, 14: 2, 77: 1}","[13, 14, 58, 77]",134142581771,Ce1Al4Si2Ir1
