formula,material_id,band_gap,efermi,energy_above_hull,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
NiAg4P6(HO3)6,mp-1210391,0.0,0.43675166,0.2831676832969219,"{28: 1, 47: 4, 15: 6, 1: 6, 8: 18}","[1, 8, 15, 28, 47]",16818156281474,Ni1Ag4P6H6O18
Ca(NiS2)4,mp-1395611,0.0,4.6398673,0.11664803153845682,"{20: 1, 28: 4, 16: 8}","[16, 20, 28]",168201284,Ca1Ni4S8
Ti3Cu2NiS8,mp-1217153,0.0,5.34971766,0.01792442624338797,"{22: 3, 29: 2, 28: 1, 16: 8}","[16, 22, 28, 29]",168223281292,Ti3Cu2Ni1S8
Ti4NiS8,mp-1104366,0.0,5.54706135,0.0,"{22: 4, 28: 1, 16: 8}","[16, 22, 28]",168224281,Ti4Ni1S8
V4NiS8,mp-696867,0.0,6.16755655,0.0376270079487151,"{23: 4, 28: 1, 16: 8}","[16, 23, 28]",168234281,V4Ni1S8
CrGa3(NiS4)2,mp-1226319,0.0,4.61381626,0.12163334166666573,"{24: 1, 31: 3, 28: 2, 16: 8}","[16, 24, 28, 31]",168241282313,Cr1Ga3Ni2S8
Cr4FeNiS8,mp-1226289,0.0,5.30283067,0.05057373279591992,"{24: 4, 26: 1, 28: 1, 16: 8}","[16, 24, 26, 28]",168244261281,Cr4Fe1Ni1S8
Cr4CoNiS8,mp-1226342,0.0,5.39954325,0.0,"{24: 4, 27: 1, 28: 1, 16: 8}","[16, 24, 27, 28]",168244271281,Cr4Co1Ni1S8
Cr5NiS8,mp-1226130,0.0,6.09095241,0.020007029285713962,"{24: 5, 28: 1, 16: 8}","[16, 24, 28]",168245281,Cr5Ni1S8
FeCo(NiS2)4,mp-1224992,0.0,6.65830553,0.09722274710713652,"{26: 1, 27: 1, 28: 4, 16: 8}","[16, 26, 27, 28]",168261271284,Fe1Co1Ni4S8
Fe4Ni4PdS8,mp-1225147,0.0,6.23851765,0.07996462401750648,"{26: 4, 28: 4, 46: 1, 16: 8}","[16, 26, 28, 46]",168264284461,Fe4Ni4Pd1S8
Ba4CoNi3S8,mp-1228155,0.0,4.22311003,0.06937277333333203,"{56: 4, 27: 1, 28: 3, 16: 8}","[16, 27, 28, 56]",168271283564,Ba4Co1Ni3S8
CoNi5S8,mp-1226065,0.0,6.66194425,0.02651230678570382,"{27: 1, 28: 5, 16: 8}","[16, 27, 28]",168271285,Co1Ni5S8
Co3Ni3S8,mp-1226465,0.0,6.54848061,0.04759596857142956,"{27: 3, 28: 3, 16: 8}","[16, 27, 28]",168273283,Co3Ni3S8
Co3(Ni3S4)2,mp-1226487,0.0,6.84136664,0.011935684621853682,"{27: 3, 28: 6, 16: 8}","[16, 27, 28]",168273286,Co3Ni6S8
Co4CuNiS8,mp-1226044,0.0,6.06414794,0.005878849285713805,"{27: 4, 29: 1, 28: 1, 16: 8}","[16, 27, 28, 29]",168274281291,Co4Cu1Ni1S8
Co5NiS8,mp-1226019,0.0,6.24684005,0.0,"{27: 5, 28: 1, 16: 8}","[16, 27, 28]",168275281,Co5Ni1S8
Cu2NiSn3S8,mp-1225853,0.0,6.17446869,0.02396294767857121,"{29: 2, 28: 1, 50: 3, 16: 8}","[16, 28, 29, 50]",168281292503,Cu2Ni1Sn3S8
